53296.5	0
1842655.5	0.59
1716471	0.59
2020656.5	0.6
2030489.5	0.61
2105692.5	0.63
2822783	1.8
2828435.5	1.95
3034453	2.5
2987088	2.5
3095456	2.63
3776633.5	5.7
3656142	6.08
3808744.5	6.5
3806331	6.53
3962610.5	8
4149862	8.1
4405844.5	10.08
4537445.5	11
4730644	11
4893465.5	12
4986990.5	13
5125483	14
5205662.5	14.45
5096715.5	14.5
5493390	14.8
5432862.5	14.88
5465101	14.9
5662413	15
5822390.5	16.73
6238154	17
6311977.5	17.08
6408484	17.5
6542954	17.6
6909908	17.78
7031209	20.7
7145530	20.76
7357454	20.93
7491336	21
7882759	21.4
7886194	21.4
7845031.5	21.4
7879124.5	21.4
8018738	21.58
8046859.5	21.59
8129599	21.6
8364367	22.3
8573168	22.88
8575926.5	22.93
8598058.5	23
8487567	23
9121197.5	24
9349797	24
9490070	24.1
10263680.5	25.75
10618639.5	25.75
10353683.5	25.8
10993557.5	26
11161681	26
16726695	27
11884402	27.08
12172992	27.5
12357201	27.73
12443302	28.5
13180444.5	28.52
15061611.5	31.18
14448213	31.25
14479247.5	31.26
14492375.5	31.26
14703378	31.83
14839100.5	31.83
15176553	33
15194679	33.4
15304254	33.51
16008727.5	35.4
16040368	35.45
16951865	36
17969263.5	37
17953693	37
20741269.5	39.5
21884255	40.15
22061825	41.45
23605358.5	41.88
23498131	41.9
23626585.5	42
24417425	42.52
24775216.5	43
25634616.5	46
25757514	46
26773698	47.6
28170575	48
28611846.5	49.04
29515642.5	49.6
30796817	50.4
32475189.5	51.26
33149011	52.13
33453143.5	52.65
33789616	52.75
35263819.5	54.75
35962595.5	54.94
38916850.5	56.35
39462871	56.6
39566321	57.4
40037252	57.53
40715757	57.54
41801962.5	57.55
41835971	57.55
43086068	61.58
43344033.5	64.3
43357650.5	64.35
43909905	64.5
43902729	65
44377956.5	65.1
44976673.5	65.18
44719018.5	65.5
44526725.5	66.1
45288203.5	66.5
45726852.5	67
46190894	67.65
46955999	68
47577774	69
46380212	69.53
50195137	69.54
47788875.5	69.58
48427371.5	70
48427371.5	70.1
49994640	70.5
51463268	71
51727256	71.5
50449114.5	71.76
49816572.5	71.76
49732162.5	71.79
51840652	71.9
51978695	72
52585422.5	72.67
52520895.5	72.7
52646988	73
53369409.5	73.1
53143668	74.4
53309332	74.4
53774338	79
54754987	79.75
55712247.5	81.68
57252525.5	82.27
57489617	83
57396308.5	83
57596675	83.75
60227325	84.13
60429159.5	84.2
60932531	84.38
61780272	85.18
62747796.5	87.65
67313006	88.1
67230063.5	88.2
67112843.5	88.3
68807189.5	89.93
69016170	90.23
69429879	90.25
63748853	92
64844280	94
65078617.5	95
71673251	96
74919651.5	97.7
75378737.5	97.95
77067718	98
80665421	98.25
80601202	98.25
80672924.5	98.25
78240431.5	98.26
81310139.5	99
81895495.5	99.33
81794949.5	99.55
82235933.5	100
83411372.5	100
83120092.5	100
83264759	100
83227490.5	100
83059107	100
84142139.5	100.4
84038628	100.48
84226095	101.25
85173584	101.26
86530059	101.27
86263994	101.27
87472557.5	102
87589209	102.1
93194440	104.25
93520947.5	104.5
93847871.5	105
94339879.5	106
99948013	107
100386966	107.65
100651810.5	107.7
226170751.5	107.75
103283298	107.8
103636173	107.9
104173147	108
105865323.5	108.1
107049807	108.4
117004333	109.33
117245990.5	109.5
124047823.5	109.7
122019841	109.75
121460355.5	109.78
127224703.5	109.8
148806625	110.07
149610950.5	111.38
150484390	112.7
151223525	113
154144565.5	113.2
158119498	113.38
159722006	113.52
156876486	114.25
165743357.5	116.18
164200908.5	116.75
163526464.5	116.75
166145089	117.73
166195894	117.93
166811820	118.3
168455957	118.45
167087341	118.63
167091184.5	118.98
166914259.5	120.48
172354941	121.2
172722728	121.3
175808641.5	121.52
175982013	122
177239370	124
177580834.5	124.15
179012709.5	125
178995330.5	125
179966905	125.83
180447577.5	126
181315955.5	126.5
181577504	126.6
239610703	127
182294030	127.01
182381820	127.02
182704881	127.05
201421275	128.68
184429805.5	129
184899198	129.25
185841880.5	129.73
185845457	130
185849729	130.2
186734198	130.98
186836872	131.6
189593571	132.25
190181446.5	133.5
190217334	133.78
190234111	133.8
191519773.5	135.33
191769064.5	136
192302992	136.03
193345550.5	137.1
193695550.5	137.5
193864704	138
194121558	138.4
194116383	138.95
195395552.5	139.4
196152022	139.7
195675411.5	139.75
196376490.5	139.76
197113724.5	140.25
46706584.5	142.7
197047279.5	143
