2409163	0.9
2781664.5	1
2942001	1.25
3293411	1.26
4091828.5	4.25
110508082.5	9
6894212.5	10.9
6928553.5	11
7178838	12
7468074.5	12.02
8984084.5	16.18
19828781	16.25
10909939	20.08
10943754	20.58
10974867	21
11174550.5	21.08
11147462	21.08
11190263	21.83
11219733	22.53
11223200	22.55
11814133	23.95
12195885.5	24
14222896	29
15724864.5	31.51
16078892	32.78
16471240.5	32.78
17407208	35
17517417.5	35.3
18165674.5	36
18530273	36.9
18941330.5	37.03
18785401	38.25
204943	40
20243654.5	42
20380609	42.5
21786862.5	46
21925701	46
22540447	47
22643199	47
23109323.5	47.93
26636300.5	51
26648491.5	51.1
26823860	52
28446743.5	54.85
48528966.5	56.5
269004854.5	56.51
53069863.5	56.52
160761398.5	56.6
73247468.5	56.7
68853788	56.8
79372625	57
81449358	57.02
90620494.5	57.52
89737501	57.52
35183127	57.52
34503192	57.76
36011612	57.77
90217949.5	58
90423495.5	58.1
96273917.5	60.4
29617.5	60.51
97677770.5	60.75
98003678	61
99140113.5	61.03
104198570	63.59
104957540	63.6
105694413.5	64
106803386	64.3
107930188	64.4
32685989.5	65
110230598.5	66.7
315673.5	74
309892	74
118042415	74.5
215125.5	74.5
118068956.5	74.5
119248602.5	75
119580909.5	76
120061645.5	76
120522796	76.2
124181522	77.88
125271223	78.5
128017310.5	79.26
128262611	79.27
128745347	80
128991549.5	80.15
131014991.5	82.9
131496403	83
133465095.5	85
134966114	85.5
135614693	86.01
136351790	92
137494438	92.5
137663262	93.4
137794141	93.5
138081880	94
139131735.5	95.68
140448795	96.27
140321050.5	96.5
141022572.5	101
141028151	101
141786185.5	102
142334122	102
143634819.5	105.5
144513956.5	105.51
22517246	109
146543473.5	113
147802202	115.98
148186630	118
28170575	121.63
148178837	123.08
149617152	126
149629931	126.15
149844645	131.5
150378185.5	131.55
134964212	133.51
150996068	134.03
151802416.5	134.25
152293642	134.63
153137472	138.51
153485978.5	140.68
154004315	141
154919357.5	144.77
154872299.5	144.77
154862248	144.77
154822141.5	145
155125869	146.9
155239292.5	146.98
155293890.5	146.98
155626283	148
157644058	151
156851620	151
156760351.5	151.03
156970405.5	151.03
157627053.5	156
157820107	158
157779252	158
158180067.5	158.8
158667409.5	159.29
158676723.5	159.29
