1463454.5	0
1250516.5	0
1337417	0.75
1411924	0.75
2197526	3.4
2254723	3.45
2687743.5	3.51
3153009	11.25
3653863.5	13.26
4971296	15.33
3848117.5	17.25
4080451.5	17.25
5388244	17.28
290274320	17.28
5664303.5	17.5
5836685.5	18
5844066.5	18
7681560	21.5
6343408.5	22
8486312	23
11059127.5	30.5
11076804.5	30.6
11471980	30.8
11773899.5	31.3
13227396.5	31.53
13540896	31.7
41463707	31.7
13540896	31.8
13648549	31.8
14374162	33
14496312.5	34
17225904.5	38.01
18108113.5	38.3
18796368.5	38.4
19280312.5	38.5
19182417	38.5
19786243.5	38.7
19970040.5	38.7
20097015	38.95
20108131.5	39
22319079	39.51
25303006	42.69
25501860.5	42.7
27242690	42.76
27569738.5	42.77
33981690	44
36174820	44.1
38305064.5	44.25
49322731	45.27
42953278	45.3
43072636.5	45.3
43796490	45.3
47991956	45.5
76569196.5	46
42572959	46
85033260	46.6
89270761	47.76
98084302	48.27
100658127	50
131559940	52
110528396	57.3
113223354.5	63.1
113572673.5	63.15
121210937.5	63.5
122231874	64
121392340	64
123664228.5	64.5
38471645	64.5
123982679.5	64.6
123954726	64.6
125840044	65.3
127318558	66
128425230.5	68
131856600	74.26
132102254	74.5
132448474	74.5
133238704	74.55
137275369.5	80.78
138215750	82.78
138209211	82.78
138264641.5	83
142135926	84
143622715.5	85
146557193	87.85
146661402	88
148269013.5	90
151213464	94
152283856.5	95.29
153077454	95.3
100314981.5	95.38
154119949.5	95.55
154417701.5	95.55
205995171	95.55
154483091.5	95.56
155154993.5	95.65
157327794	96.2
157696629.5	96.5
141722543	97.01
158303194.5	97.01
159151917.5	98.8
159494929	99.8
159574688	99.83
160761398.5	101.4
160755404.5	101.4
161222572	102
161415697	102.03
161579111.5	102.5
161898567	102.63
161871756	102.63
162637182	103
163074187.5	104.5
163551717	106.8
165271522.5	108.9
165356998.5	109
165507011	110
165700095.5	110
165622059.5	110
167203330.5	115
168319926.5	117
168273852.5	117
168493351.5	117
170014897.5	122
171255945	125
171324833	125
171703847	126
171443595.5	126.5
171997235	127
172487076.5	128
172758395	129
173380258.5	130
173660200	131
173852029	132
176174928	136.3
176598027.5	137.04
102152117	138
178606431.5	142
178456523	144
178108506.5	146
179925005	152.05
180059938	152.06
179058725.5	153
181090141.5	154
181798781	155
