1392304	0.01
1425220	0.01
2464171	3
5907037	9.15
4640154.5	11.02
7240094	14.18
8537591.5	15
8698479.5	16.6
9613191	16.7
17762617.5	17.6
25567497	17.8
25657960.5	17.9
25933335	18
41140711	21
56821752.5	22
60137819.5	24
60490641	24.01
60272283.5	24.01
48046786	25
66758060	25
67352626	25
46129388	25.02
41697371.5	25.04
38683677	25.26
71737938.5	25.5
65516091.5	26
77513359.5	26
74549072.5	26.4
79178898.5	28.5
82194095.5	29
82468909	29.02
84002169	29.2
84777752.5	29.5
85063238.5	30.13
85714751.5	30.28
85906474.5	30.4
87484330.5	30.9
87899934.5	31
88671074	31.1
89313133.5	31.15
89895811.5	31.2
91158241	31.25
91339610.5	31.7
91513012	31.78
91508441.5	31.78
95998027.5	37
96108017.5	37.2
96206265	37.3
127416546	37.4
97813057.5	38.43
98070349	38.5
98285035.5	39.68
99517562.5	40
101868351	41.51
102235387	41.52
102273691	41.53
102225741	41.54
106007789	42
107195181.5	45
108215906	47.5
112979041	52.88
111880714.5	53
113547623.5	53.01
114980343	55
115982856.5	55.5
116841442	55.9
117126137	56
119526087.5	58
14011795	59.06
125053424	60
124823362.5	60.2
124047348.5	61
125302415.5	61.1
125464944.5	61.1
127667364	61.2
127320183.5	61.23
119176033.5	61.32
128953253.5	62.5
129804862.5	62.8
137682333	63
130521283	63
131083905	63
130724620	63.14
132566893.5	63.84
133984454.5	65
143660388	65.28
135897762.5	67.45
141754110.5	69.25
137397967	69.26
137665500.5	70
107400953.5	70.4
139024122.5	72.65
140004038	73.9
140724318	74
140619873	74.03
141050962	74.05
46380212	74.08
141325022	74.1
143660388	75
144392475	75.51
144428035.5	75.51
30709	76.5
146620736.5	77.75
151107405.5	78.77
151493960.5	78.77
152425674.5	78.78
148386213.5	78.85
148614300.5	79
150030101.5	80.88
150420287.5	81
150516522.5	81
156316186.5	94
157925205.5	96.45
158315058.5	97
159385422.5	98.52
159352875.5	99
159657075.5	99.6
159805435.5	99.6
160678229	101
161164978.5	103
161894252	104
162603882	106.7
163368769	107
163556689	108.78
164392268	110
164328421.5	110.4
164972713.5	111
164810178.5	111
165291650	111.05
165626130.5	111.5
165634773	111.5
166160905.5	113.18
167166644.5	121
167152501.5	121
168207737.5	125.75
168769401	128
169031275.5	128.51
169493646	130.48
169687059	131.7
169785030	131.7
170248749	133.5
170736144	134.1
170766297	135
170789540	135
172678047.5	135.6
171778555.5	136.13
