686211	0
1073727.5	2.68
961530.5	5.8
1533302	6.26
1585667	7.5
1985952.5	10
2343413.5	13.2
2583158	14
3150451	17
3210067.5	17.1
3232205.5	17.13
3408154.5	17.38
3627599	18
3603872	18.02
3765636.5	18.5
4365928.5	19
4678334.5	22.6
5333345.5	22.8
5561753	23
6857007.5	30
6782733	31
7196111	31.05
7249723	31.1
7377253	31.25
7495732	31.26
7520589.5	31.26
7810452.5	34
9836439.5	36.88
9689783	37.43
8370410.5	37.7
10475571	38.45
11198013.5	40
12229267.5	44
12269018.5	44.1
12718530	45
12648738	45
12703668	45
12945775	45.4
13957352.5	47.3
14346765	47.4
14451510	47.45
5801243	49
15366248.5	49
15869405.5	49.3
16131858	49.4
16556781.5	50
16903595.5	51.03
17715695.5	52
18191587	54
19926922.5	54.25
24091522.5	57.6
26132658	57.8
30560720	58.95
31982396.5	59.01
31256926.5	59.01
32482601.5	60.5
33005519.5	60.5
33203772.5	61
34767870	61.3
34991351	61.51
35769406	62.5
38471645	64.25
40035753	65.04
54661063	67
55729504.5	67.88
58660635.5	68
58593843.5	68.1
61808344	70.27
63458479.5	70.28
63018379	70.28
63462369.5	70.28
63350903.5	70.28
62643174	70.4
65191788.5	70.8
65145671	70.8
65458995	70.9
65681870.5	71
66663494.5	71.07
67028097	71.63
68026487.5	71.66
67950409.5	71.66
69454171	72.01
71287657	72.02
69766777.5	72.02
72871330	73
73221664	73.1
73449882.5	73.2
78190140.5	73.78
84632537	75.5
103230393	76
86085705	76
87398412.5	77
86477097.5	77
90965451	77
101495781	77.5
91107633.5	78
96927188.5	78.78
115749907.5	79
94541946	79
119717626	79.1
126374351	79.1
126816531.5	79.12
130788447	79.2
136813951	79.3
142719755	79.8
146042955.5	80
150303350	80.5
148212046	80.5
151837012	80.65
153524022.5	80.77
155337620.5	82.13
159334324	83
162604872	83.5
164505631	84
164556588.5	84
167010701.5	84.5
167861647.5	86
171710993	86.77
172421705	87.8
171349958	89.73
173406050	94.1
175027425.5	95.95
175170411.5	96
175767520	97
176498842.5	98
178506843.5	99.25
177826505.5	99.5
178417859	100
212484496.5	100
178310835.5	100
184495214	102.7
185770571	103
185975500.5	103.4
185985423.5	103.45
186107333	103.51
191420528	105
186527349	105
180250581.5	107.08
181870022	108
193502967.5	114.35
194318056.5	116.76
194918030.5	116.8
195834416.5	117
195643698	117
196104967	117.75
197281149.5	117.76
196430650.5	118
196430650.5	118
198708753.5	120.4
199471089	120.5
191818516.5	121
201744909.5	122
201802379.5	123
205305422	125.5
206139485	126
206750169.5	127.8
208986108	130.03
209724990	131
210869423	132.18
211166665.5	132.25
211773027	132.26
212582064.5	132.26
212256003	132.26
213761050	132.27
210408134	134.15
214044414	144
214158886	144
215694439.5	147.51
215968163	147.51
216314022.5	149
216863103.5	150.01
216634936	150.01
217547933	152.35
218240422.5	156
219776398	161
219689459	161
220298169.5	164.26
220588956	164.5
221350134.5	167.26
222514737	167.27
221332070	167.35
221576559.5	168
222626122.5	169
222626122.5	169.18
223573024.5	170
