922673	2.48
922673	2.48
2671152.5	3.95
3575460	9
3615702	9.38
3673365	9.51
3834341.5	11.9
3838863.5	11.9
3788242	11.95
4116687	12.01
1847328	18
5222693.5	20.25
5875286	20.25
5875286	20.25
5898152.5	20.25
5835917	20.25
5797969.5	20.93
6173782.5	25.2
6293193.5	25.28
6224558.5	25.28
6448706.5	25.28
6233922	25.28
10514027.5	29.01
10757358.5	29.02
12331791	33.78
12827349.5	34
14334850.5	36.78
16449474.5	38.23
18468475	40.98
15976094.5	46.29
19756681.5	50.08
22024866	51.5
22579756.5	52
19156282.5	52
22373356	52
22850412	52.85
26182048.5	54.76
29644631	57
28605913.5	57.75
30663229.5	58.01
30521952	58.01
31379753	58.05
32385089	59
32891965	59.45
33818932	62.15
34087495	62.5
35888812.5	62.76
37575437	62.77
37424855.5	62.77
49806805.5	63
38553335	63.5
38708041.5	63.5
38891877	65
39269904	65.5
43114868	66
44117350.5	67.6
44198771.5	67.65
44225686	67.7
46025508	67.9
45902939	68
46352857.5	68.5
53890448	69.6
55131575	69.75
54073226	69.75
55177012	69.75
58645012.5	69.98
61318462.5	70
65618365	71.51
66088421.5	71.51
68413311.5	71.77
73314730	73.25
77234232	73.52
72787775.5	73.54
82936041.5	73.7
84248175	73.8
87291720	74.4
101326948	74.5
101827556	74.53
110786837	74.6
119103650	74.7
118817412.5	74.7
127599644	75.06
130731989.5	75.07
135839644.5	75.5
136188804.5	75.51
136766791.5	75.51
146708780	78.5
180423169.5	78.73
147175419	79
148149780.5	80.1
148921869	82
154585422.5	84
152679017.5	85
155985634	86
158190754.5	87
159606904.5	90
157202193.5	90.51
157872914	90.51
160501468	90.52
162656005	92
163976749	93.26
165600985	93.27
168921559	93.28
166708325.5	94.83
170038344	97
172965563	98.2
173927097.5	99
174612460.5	101.5
176048960	102.82
178770177	103.58
180605853	109
181554534.5	109.4
181716666.5	109.45
181860675	109.5
182581563.5	110.8
183515833	112
183480860.5	112
184161727	113.03
184370417.5	113.98
179913507	115
185308809	115.83
185527391	116
186092847	116.1
186977333	116.37
188527725	117
188749393.5	117
189192439.5	122
189875704	123
192554392	124
189105622.5	128
192219884	129
194258295	130.53
196476992	133
196894868.5	133.01
199344333	134.2
199665829	135
209500063.5	139.75
211841101.5	140.5
214258710	141
220718073.5	142
221657787	145
223894566	145.4
226420956.5	146
232249894	148
231194754	150.26
235912902.5	150.5
235829161.5	150.5
231902648.5	150.5
237002900.5	154.53
237402744	155
238807274.5	155.7
240415830	161
240496550.5	161
240524973.5	161.08
240700173	162
241950016.5	167.45
242134704.5	167.51
243046538	169
26399.5	169
243345807.5	170
244569792.5	177.13
244831994.5	182.13
179537743	182.26
245471302	184.45
245639050	185.26
245524720	186.03
246778174	187.25
