1082923	0
259632.5	0
1254395	2
1440659	3
2079278	4
2801439	6.33
2560831	7.25
3073368	7.73
3203040.5	7.74
3560067	7.76
4002829	11.85
4152348.5	12.7
4232694.5	12.72
4281052	12.75
5037868.5	17
5235088	18
6296771.5	21
6872204	22.5
7612187	23.25
8907171	23.5
10174161.5	28
10332876	30
10465423	30
10720188	30.6
10651243.5	30.6
10744871	30.65
10783303	30.65
12639230.5	37
12565886.5	37
12915579.5	37.01
13636117.5	37.3
14145579.5	39.26
14996291.5	40
15284553	40.88
16312997.5	42
16288715.5	42
16462408	42.5
18568326.5	48
19343473.5	49
72745	49.26
31172	49.3
22072048	54.13
22325431.5	54.4
22570204.5	54.4
23199438	54.7
23363420	55
24147904.5	55.4
25548424	55.5
26124650.5	55.55
27821331	56.7
28867099	56.8
28352973.5	57
29277050	58
29539803.5	61
201451774.5	62.55
31391506.5	62.7
32429777.5	62.76
32467055.5	63
33983138	66.7
35066687.5	67.52
36781126.5	68
37961028	68.2
37817163	68.2
38956806	68.3
35306848	68.5
36245034	68.51
41024119.5	68.78
42151338.5	71
42140915.5	71
42235004.5	71.18
42791561	73
43090430	73.13
43020325	73.2
44101261	73.7
45428465	74
49126376	74.03
46304711	75
47107279.5	75.3
48393487	75.8
49080451	76
49054446.5	76
52015889.5	78.38
55895543	79.18
58877829.5	80.79
60631610	82
59927532	82.23
63035196.5	82.27
66966847.5	83.01
71039049	84.76
72986537	85.6
75418999	85.7
84503080.5	86
101599440.5	86
106906465.5	86.03
111749389	86.25
134139953.5	88
131243152	88.05
138652449	88.1
140811610.5	88.1
123642477.5	88.5
143856555.5	89
147270282.5	89.1
147004639	89.1
153091201.5	90
153923482.5	90.4
157226500.5	92.55
158149642.5	92.65
160463103	93.2
161023393.5	93.3
161366036	93.38
162108516.5	93.39
165693664.5	93.5
164746579.5	93.55
170389175.5	93.83
170205886.5	93.83
173380610	94.1
174944360	94.35
175610414.5	94.36
176569004.5	94.68
178201138	94.73
177665649.5	94.76
178098443	94.76
181909898	95.5
181902899	95.51
183066471	95.75
188710940.5	95.78
189710385.5	100
191852971.5	100.51
192406907	100.51
194262026	103.52
193821063	103.53
193817407	104
196391665.5	105
198321749.5	105.5
197969653	105.5
199004916.5	106
202190253	107
200398115	108
202584463	109
204246895.5	112.6
205259703	113.05
208240283.5	118.68
209565916	118.9
209134322.5	119
209515541	119.3
210289955	119.6
213475796	124.5
213808661.5	124.6
216128878	126
216497587	129
219351219.5	133
221315079.5	134.5
1396107	137.3
85556805.5	140.81
218329983.5	143
225338356	143.51
226142652.5	144.51
226303884	145.5
227281934	146
200740070.5	147
230955206	147.5
231042025.5	148.02
232251399.5	150.4
235123995.5	155
235974124	156
236711288.5	157
238610207	162.5
239249876	162.53
239391409.5	163.5
241314474	173.75
243430610.5	175
237080347.5	177
241787162.5	177
243903391.5	179.08
243951388	180.5
244410451.5	181
240676002.5	181.26
